id,distanceToJita,region,constellation,name,security,neighbors,planets
30000833,40,Insmother,TL-FDN,X1-IZ0,-0.59,30000832,40052684:40052686:40052688:40052691:40052693:40052706:40052726:40052737:40052741
30000834,37,Insmother,TL-FDN,RZ-TI6,-0.77,30000831:30000835,40052745:40052747:40052749:40052753:40052770:40052797:40052807
30000835,36,Insmother,TL-FDN,FX4L-2,-0.76,30000834:30000836,40052812:40052817:40052819:40052821:40052840:40052870
30000836,35,Insmother,TL-FDN,1ZF-PJ,-0.86,30000835:30000837,40052874:40052875:40052877:40052879:40052882:40052884:40052886:40052889:40052892:40052899:40052903
30000837,34,Insmother,TL-FDN,HFC-AQ,-0.93,30000813:30000836,40052907:40052908:40052910:40052912:40052913:40052915:40052918:40052921:40052935
30000838,36,Insmother,R-CL2W,0-6VZ5,-0.50,30000445:30000839,40052960:40052962:40052964:40052969:40052973:40052991:40053016:40053036:40053058:40053090:40053095:40053101
30000839,37,Insmother,R-CL2W,GB-6X5,-0.52,30000527:30000838:30000840,40053106:40053108:40053110:40053112:40053119:40053131:40053155:40053171:40053172:40053197:40053201:40053203
30000840,38,Insmother,R-CL2W,7EX-14,-0.56,30000839:30000841,40053208:40053209:40053211:40053213:40053215:40053216:40053217:40053240:40053243:40053269:40053273
30000841,38,Insmother,R-CL2W,N7-KGJ,-0.59,30000840:30000842,40053297:40053299:40053301:40053304:40053307:40053308:40053329:40053361
30000842,37,Insmother,R-CL2W,VD-8QY,-0.56,30000841:30000843,40053368:40053370:40053372:40053373:40053376:40053380:40053384:40053394
30000843,36,Insmother,R-CL2W,J-ZYSZ,-0.51,30000842:30000844,40053401:40053402:40053404:40053405:40053407:40053410:40053413:40053421:40053422:40053442:40053468:40053488
30000844,35,Insmother,R-CL2W,5C-RPA,-0.50,30000494:30000843:30000845,40053506:40053507:40053508:40053510:40053513:40053517:40053521:40053537
30000845,34,Insmother,R-CL2W,CR2-PQ,-0.50,30000829:30000844,40053543:40053544:40053546:40053549:40053551:40053554:40053557:40053561:40053565
30000846,9,Tribute,1P-VL2,E-OGL4,-0.29,30000848:30000861,40053570:40053571:40053573:40053574:40053577:40053580:40053582:40053601:40053620:40053641
30000847,9,Tribute,1P-VL2,J-GAMP,-0.24,30000848:30000850,40053675:40053676:40053678:40053680:40053682:40053684:40053689:40053695:40053701
30000848,8,Tribute,1P-VL2,M-OEE8,-0.22,30000846:30000847:30000849:30000850:30001447,40053707:40053708:40053710:40053713:40053715:40053717:40053719:40053727:40053729:40053746:40053751:40053779
30000849,9,Tribute,1P-VL2,V0DF-2,-0.21,30000848:30000850:30000851,40053803:40053805:40053807:40053822:40053842:40053860:40053865:40053873
30000850,9,Tribute,1P-VL2,FY0W-N,-0.19,30000847:30000848:30000849,40053878:40053879:40053881:40053883:40053885:40053909:40053938
30000851,10,Tribute,1P-VL2,MJI3-8,-0.20,30000849,40053981:40053983:40053985:40053989:40053992:40054010
30000852,15,Tribute,X-VN63,A-DDGY,-0.21,30000856,40054041:40054042:40054044:40054046:40054049:40054067:40054090
30000853,13,Tribute,X-VN63,F-RT6Q,-0.25,30000854:30000856:30000860:30000862,40054123:40054125:40054127:40054129:40054132:40054136:40054146:40054174
30000854,14,Tribute,X-VN63,B-S42H,-0.22,30000853:30000856:30000859:30000860:30000886,40054179:40054181:40054182:40054184:40054207:40054237
30000855,15,Tribute,X-VN63,NL6V-7,-0.26,30000856:30000859,40054248:40054249:40054251:40054253:40054255:40054258:40054260:40054265:40054284:40054316:40054325
30000856,14,Tribute,X-VN63,F-749O,-0.24,30000852:30000853:30000854:30000855:30000860,40054330:40054332:40054334:40054335:40054354:40054363:40054386:40054390
30000857,16,Tribute,X-VN63,0-YMBJ,-0.16,30000858:30001963,40054422:40054423:40054425:40054427:40054430:40054446:40054471:40054497:40054531:40054534
30000858,15,Tribute,X-VN63,UMI-KK,-0.17,30000857:30000860:30000879:30001261,40054544:40054546:40054548:40054550:40054552:40054555:40054563:40054570:40054592:40054632:40054635
30000859,15,Tribute,X-VN63,GKP-YT,-0.21,30000854:30000855,40054641:40054643:40054645:40054647:40054650:40054658:40054686:40054692:40054696
30000860,14,Tribute,X-VN63,AW1-2I,-0.22,30000853:30000854:30000856:30000858,40054698:40054701:40054703:40054719:40054734:40054760
30000861,10,Tribute,LLAP-1,15W-GC,-0.32,30000846:30000863:30000866,40054764:40054766:40054768:40054769:40054772:40054780:40054793:40054812:40054847
30000862,12,Tribute,LLAP-1,N-FK87,-0.26,30000853:30000866,40054855:40054857:40054858:40054860:40054862:40054865:40054878:40054898
30000863,11,Tribute,LLAP-1,C2X-M5,-0.37,30000861:30000864,40054903:40054905:40054906:40054908:40054910:40054913:40054917:40054936:40054964
30000864,12,Tribute,LLAP-1,MSHD-4,-0.44,30000247:30000863:30000865,40054976:40054977:40054978:40054979:40054984:40054987:40054992:40054997:40055004
30000865,13,Tribute,LLAP-1,H-W9TY,-0.46,30000864:30000867,40055036:40055037:40055038:40055041:40055043:40055045:40055048:40055050:40055053:40055076:40055099:40055124:40055133
30000866,11,Tribute,LLAP-1,PNDN-V,-0.31,30000861:30000862:30000877,40055154:40055156:40055166:40055168:40055171:40055190:40055213:40055238:40055247
30000867,14,Tribute,52-JKU,D7-ZAC,-0.52,30000865:30000868:30000871,40055252:40055254:40055255:40055257:40055258:40055260:40055263:40055266:40055269:40055273:40055276:40055297
30000868,15,Tribute,52-JKU,SH1-6P,-0.57,30000867:30000869:30000870,40055302:40055303:40055305:40055309:40055313:40055316:40055342
30000869,16,Tribute,52-JKU,TRKN-L,-0.68,30000868:30000870,40055371:40055372:40055374:40055376:40055382:40055401:40055423:40055426:40055460
30000870,16,Tribute,52-JKU,O-0ERG,-0.73,30000868:30000869:30000871,40055465:40055466:40055467:40055469:40055472:40055475:40055480:40055490:40055510:40055513
30000871,15,Tribute,52-JKU,WH-JCA,-0.73,30000267:30000867:30000870:30000872:30000894,40055517:40055520:40055524:40055526:40055536:40055558:40055587:40055591
30000872,16,Tribute,52-JKU,Q-CAB2,-0.78,30000871:30001281,40055636:40055638:40055640:40055654:40055657:40055678:40055709:40055731:40055735
30000873,14,Tribute,E3-NLE,PBD-0G,-0.23,30000875,40055739:40055741:40055742:40055744:40055746:40055753:40055761:40055772:40055796:40055799:40055804
30000874,14,Tribute,E3-NLE,L-1HKR,-0.25,30000875,40055808:40055809:40055810:40055812:40055814:40055829:40055853:40055860
30000875,13,Tribute,E3-NLE,9GI-FB,-0.26,30000873:30000874:30000877,40055862:40055864:40055867:40055870:40055876:40055879:40055906:40055910
30000876,13,Tribute,E3-NLE,3G-LHB,-0.21,30000877:30000878,40055914:40055925:40055930:40055948:40055979
30000877,12,Tribute,E3-NLE,DBT-GB,-0.25,30000866:30000875:30000876,40055982:40055984:40055986:40055987:40055989:40056009:40056029:40056048:40056078
30000878,14,Tribute,E3-NLE,U-W3WS,-0.16,30000876,40056085:40056086:40056088:40056089:40056091:40056094:40056097:40056102:40056105:40056125
30000879,16,Tribute,GORV-P,DL1C-E,-0.13,30000858:30000880:30000881,40056134:40056135:40056138:40056142:40056167:40056176
30000880,17,Tribute,GORV-P,YLS8-J,-0.11,30000879:30000882:30000885,40056180:40056181:40056182:40056184:40056186:40056188:40056191:40056194:40056217:40056222:40056225
30000881,17,Tribute,GORV-P,2ISU-Y,-0.13,30000879,40056230:40056232:40056233:40056234:40056237:40056241:40056258:40056288:40056309:40056314
30000882,18,Tribute,GORV-P,X-CFN6,-0.10,30000880:30000883,40056317:40056318:40056319:40056322:40056324:40056332:40056339:40056346:40056353:40056367
30000883,19,Tribute,GORV-P,9SL-K9,-0.10,30000882:30000884,40056372:40056374:40056376:40056380:40056388:40056406:40056432:40056434:40056439
30000884,20,Tribute,GORV-P,Y-PZHM,-0.09,30000883,40056444:40056445:40056447:40056448:40056451:40056464:40056471:40056498:40056530
30000885,18,Tribute,GORV-P,OY-UZ1,-0.13,30000880,40056535:40056536:40056537:40056539:40056542:40056544:40056566:40056580:40056586
30000886,15,Tribute,03C-SU,S8-NSQ,-0.20,30000854:30000887,40056591:40056593
30000887,16,Tribute,03C-SU,GIH-ZG,-0.24,30000886:30000888:30000889:30000891,40056615:40056617:40056620:40056623:40056626:40056628:40056637:40056646:40056668:40056675
30000888,17,Tribute,03C-SU,V7-FB4,-0.25,30000887:30000889,40056685:40056686:40056688:40056690:40056694:40056714:40056742:40056752
30000889,17,Tribute,03C-SU,XD-TOV,-0.27,30000887:30000888:30000890:30000891,40056757:40056758:40056760:40056775:40056777:40056783:40056804:40056828
30000890,18,Tribute,03C-SU,K-6SNI,-0.27,30000889:30000891:30000893,40056858:40056859:40056861:40056863:40056866:40056883:40056911:40056914
30000891,17,Tribute,03C-SU,L-VXTK,-0.27,30000887:30000889:30000890:30000892,40056936:40056937:40056938:40056940:40056953:40056957
30000892,18,Tribute,03C-SU,C8VC-S,-0.27,30000891,40056963:40056964:40056966:40056970:40056974:40056977:40056979
30000893,19,Tribute,03C-SU,W-UQA5,-0.30,30000890,40056984:40056986:40056988:40056990:40056992:40056993:40057000:40057008:40057015:40057022:40057031:40057036
30000894,16,Tribute,W-XBGF,W6VP-Y,-0.78,30000871:30000895,40057041:40057042:40057059:40057062:40057088:40057131:40057135:40057139
30000895,17,Tribute,W-XBGF,IMK-K1,-0.78,30000894:30000896,40057144:40057145:40057147:40057149:40057153:40057155:40057156:40057160:40057188
30000896,18,Tribute,W-XBGF,NJ4X-S,-0.72,30000895:30000897:30001348,40057214:40057217:40057218:40057220:40057222:40057224:40057228:40057246:40057265:40057293
30000897,19,Tribute,W-XBGF,F-G7BO,-0.59,30000896:30000898,40057313:40057314:40057315:40057317:40057319:40057321:40057323:40057329:40057332:40057354
30000898,20,Tribute,W-XBGF,2CG-5V,-0.61,30000308:30000897:30000899,40057370:40057372:40057374:40057376:40057379:40057382:40057386:40057390
30000899,21,Tribute,W-XBGF,QFF-O6,-0.54,30000303:30000898,40057397:40057398:40057400:40057402:40057405:40057407:40057411:40057435:40057458:40057499
30000900,20,Great Wildlands,730-KH,NIH-02,-0.04,30000904:30000905:30000964,40057505:40057507:40057509:40057511:40057515:40057527:40057551:40057567
30000901,20,Great Wildlands,730-KH,JPL-RA,-0.10,30000902:30000923,40057599:40057601:40057603:40057618:40057637:40057647
30000902,19,Great Wildlands,730-KH,NK-7XO,-0.02,30000901:30000903,40057654:40057656:40057658:40057660:40057678:40057699:40057729
30000903,18,Great Wildlands,730-KH,E02-IK,-0.06,30000902:30000905:30000942,40057743:40057744:40057746:40057749:40057751:40057754:40057762:40057786:40057813:40057824:40057831
30000904,21,Great Wildlands,730-KH,N-DQ0D,-0.07,30000900:30000949:30000971,40057836:40057837:40057839:40057841:40057842:40057844:40057855
30000905,19,Great Wildlands,730-KH,M-MD3B,-0.12,30000900:30000903,40057877:40057878:40057879:40057882:40057885:40057889:40057894:40057897:40057900:40057904:40057908:40057909
30000906,26,Great Wildlands,U-3HAO,FVXK-D,-0.38,30000909:30000977,40057914:40057933
30000907,25,Great Wildlands,U-3HAO,6EG7-R,-0.71,30000908:30000909:30000910:30000938,40057952:40057953:40057954:40057955:40057959:40057982:40057986:40058008
30000908,24,Great Wildlands,U-3HAO,56D-TC,-0.70,30000907:30000909:30000910:30000927,40058039:40058041:40058043:40058046:40058047
30000909,25,Great Wildlands,U-3HAO,2X7Z-L,-0.55,30000906:30000907:30000908,40058052:40058055:40058062:40058068:40058092:40058118
30000910,25,Great Wildlands,U-3HAO,8DL-CP,-0.84,30000907:30000908:30000911,40058153:40058154:40058155:40058159:40058163:40058167:40058182
30000911,26,Great Wildlands,U-3HAO,UMDQ-6,-0.87,30000910,40058213:40058215:40058217:40058219:40058223:40058243
30000912,23,Great Wildlands,K-DLD2,504Z-V,-0.09,30000913:30000914:30000917:30000919:30000941,40058263:40058265:40058267:40058269:40058272:40058278:40058301:40058327:40058353:40058361
30000913,22,Great Wildlands,K-DLD2,F8K-WQ,-0.02,30000912:30000914:30000916:30000917:30000923,40058365:40058366:40058368:40058370:40058372:40058375:40058378:40058382:40058384:40058387
30000914,23,Great Wildlands,K-DLD2,AB-FZE,-0.11,30000912:30000913:30000915,40058392:40058393:40058395:40058397:40058413:40058430:40058452:40058480
30000915,24,Great Wildlands,K-DLD2,N-6Z8B,-0.08,30000914:30000962:30000989,40058486:40058488:40058490:40058492:40058494:40058514:40058537:40058569:40058570:40058583
30000916,23,Great Wildlands,K-DLD2,YUY-LM,-0.02,30000913,40058587:40058588:40058589:40058590:40058592:40058594:40058603:40058622
30000917,23,Great Wildlands,K-DLD2,NE-3GR,-0.03,30000912:30000913,40058653:40058654:40058655:40058657:40058660:40058662:40058683
30000918,23,Great Wildlands,V-LQBF,Y4-GQV,-0.02,30000920:30000922:30000924:30000957:30000994,40058694:40058696:40058697:40058700:40058705:40058729:40058734:40058737
30000919,24,Great Wildlands,V-LQBF,7-IDWY,-0.01,30000912:30000925:30000926,40058767:40058768:40058769:40058771:40058774:40058775:40058783:40058808:40058835
30000920,22,Great Wildlands,V-LQBF,AZF-GH,-0.03,30000918:30000923:30000924,40058840:40058842:40058843:40058846:40058849:40058850:40058853:40058856
30000921,24,Great Wildlands,V-LQBF,UT-UZB,-0.01,30000924:30000925:30001020,40058860:40058863:40058865:40058868:40058886:40058913
30000922,24,Great Wildlands,V-LQBF,M-EKDF,0.00,30000918:30000924,40058916:40058917:40058918:40058920:40058925:40058927:40058931:40058950:40058966:40058974:40059002
30000923,21,Great Wildlands,V-LQBF,CRXA-Y,-0.08,30000901:30000913:30000920,40059007:40059008:40059009:40059011:40059013:40059016
30000924,23,Great Wildlands,V-LQBF,VXO-OM,0.00,30000918:30000920:30000921:30000922:30000993,40059022:40059023:40059025:40059027:40059041
30000925,25,Great Wildlands,V-LQBF,BY5-V8,-0.01,30000919:30000921,40059071:40059072:40059073:40059074:40059077:40059080:40059087:40059089:40059095:40059098
30000926,25,Great Wildlands,V-LQBF,TET3-B,-0.02,30000666:30000919,40059102:40059104:40059106:40059108:40059110:40059116:40059132:40059144
30000927,23,Great Wildlands,BB8E-G,VKU-BG,-0.55,30000908:30000928:30000935,40059150:40059152:40059154:40059157:40059159:40059175:40059179:40059184:40059206:40059213:40059217
30000928,23,Great Wildlands,BB8E-G,WPR-EI,-0.46,30000927:30000929,40059222:40059224:40059225:40059227:40059231:40059252:40059274:40059296:40059299:40059302
30000929,22,Great Wildlands,BB8E-G,0NV-YU,-0.29,30000928:30000930:30000932,40059307:40059308:40059309:40059311:40059314:40059317
30000930,22,Great Wildlands,BB8E-G,V-2GYS,-0.19,30000929:30000931:30000932,40059323:40059325:40059327:40059335:40059352:40059369:40059404
30000931,23,Great Wildlands,BB8E-G,168-6H,-0.13,30000930,40059413:40059414:40059415:40059418:40059421:40059423:40059427:40059433:40059437
30000932,21,Great Wildlands,BB8E-G,W-RFUO,-0.16,30000929:30000930:30000933:30000934,40059441:40059442:40059444:40059446:40059449:40059453:40059475
30000933,20,Great Wildlands,BB8E-G,AI-EVH,-0.06,30000932:30000934:30000947,40059488:40059489:40059491:40059493:40059495:40059498:40059502:40059505:40059512:40059516:40059547
30000934,21,Great Wildlands,BB8E-G,F-MKH3,-0.12,30000932:30000933:30000935,40059553
30000935,22,Great Wildlands,BB8E-G,ZM-DNR,-0.07,30000927:30000934,40059577:40059578:40059580:40059581:40059583:40059585:40059587:40059589:40059597:40059600:40059605:40059617:40059622
30000936,25,Great Wildlands,IYOO-M,GF-3FL,-0.43,30000937:30000939:30000940:30000941,40059626:40059628:40059630:40059632:40059637:40059643:40059664:40059686:40059700:40059705
30000937,25,Great Wildlands,IYOO-M,ZJ-GOU,-0.15,30000936:30000938:30000941,40059709:40059710:40059711:40059713:40059721:40059741:40059767:40059773
30000938,26,Great Wildlands,IYOO-M,QQ3-YI,-0.25,30000907:30000937,40059777:40059801:40059820:40059856
30000939,26,Great Wildlands,IYOO-M,9-34L5,-0.08,30000666:30000936,40059863:40059865:40059866:40059868:40059875:40059878:40059888:40059891:40059893
30000940,26,Great Wildlands,IYOO-M,0R-GZQ,-0.44,30000936,40059896:40059898:40059900:40059903:40059907:40059914
30000941,24,Great Wildlands,IYOO-M,QM-20X,-0.15,30000912:30000936:30000937,40059923:40059924:40059925:40059927:40059930:40059933:40059950:40059954:40059956
30000942,17,Great Wildlands,Q-PVMK,8YC-AN,-0.15,30000903:30000943:30000944,40059965:40059967:40059970:40059971:40059973:40059992:40060018:40060044
30000943,16,Great Wildlands,Q-PVMK,7Q-8Z2,-0.30,30000117:30000942:30000944,40060082:40060083:40060085:40060087:40060090:40060093:40060095:40060099:40060125:40060128
30000944,17,Great Wildlands,Q-PVMK,SUR-F7,-0.44,30000942:30000943:30000945:30000946,40060159:40060162:40060165:40060168:40060169:40060187:40060191:40060195:40060217:40060219
30000945,18,Great Wildlands,Q-PVMK,OK-6XN,-0.56,30000944:30000948,40060224:40060226:40060229:40060232:40060233:40060236:40060259
30000946,18,Great Wildlands,Q-PVMK,Q2FL-T,-0.25,30000944:30000947,40060283:40060284:40060286:40060288:40060293:40060312:40060342
30000947,19,Great Wildlands,Q-PVMK,Y7-XFD,-0.05,30000933:30000946,40060362:40060363:40060365:40060366:40060369:40060374:40060396:40060413:40060419:40060441
30000948,19,Great Wildlands,Q-PVMK,U3K-4A,-0.75,30000945,40060446:40060448:40060449:40060452:40060455:40060458:40060462:40060483
30000949,22,Great Wildlands,AP-S8F,P1T-LP,-0.06,30000904:30000950,40060527:40060530:40060533:40060535:40060552:40060573:40060584
30000950,23,Great Wildlands,AP-S8F,R-ESG0,-0.05,30000949:30000951,40060592:40060593:40060594:40060595:40060597:40060598:40060601:40060606:40060609:40060621
30000951,24,Great Wildlands,AP-S8F,CI4M-T,-0.03,30000950:30000952,40060625:40060626:40060627:40060628:40060630:40060634:40060653:40060661:40060664
30000952,25,Great Wildlands,AP-S8F,I-QRJA,-0.07,30000951:30000953:30000954,40060670:40060671:40060672:40060675:40060677:40060680:40060681:40060689
30000953,26,Great Wildlands,AP-S8F,M-YWAL,-0.23,30000952,40060694:40060696:40060699:40060700:40060702:40060705:40060727:40060762:40060795
30000954,26,Great Wildlands,AP-S8F,DE71-9,-0.14,30000952:30000955,40060799:40060801:40060803:40060821:40060842:40060861:40060880
30000955,27,Great Wildlands,AP-S8F,7JF-0Z,-0.27,30000954:30000983,40060886:40060888:40060913:40060941:40060944
30000956,25,Great Wildlands,T-W4L3,IX8-JB,-0.04,30000957:30000958:30000962:30000963,40060973:40060975:40060976:40060979:40060981:40060984:40060987:40061007:40061014:40061041:40061046
30000957,24,Great Wildlands,T-W4L3,WTIE-6,-0.03,30000918:30000956:30000962,40061050:40061051:40061053:40061055:40061057:40061059:40061063:40061069:40061088
30000958,26,Great Wildlands,T-W4L3,Y-DSSK,-0.02,30000956:30000959:30000961,40061115:40061117:40061120:40061121:40061123
30000959,27,Great Wildlands,T-W4L3,F5-CGW,0.00,30000958:30000960,40061128:40061129:40061131:40061132:40061135:40061138:40061143:40061146
30000960,28,Great Wildlands,T-W4L3,H9S-WC,-0.01,30000959,40061153:40061154:40061157:40061159:40061160:40061162:40061165:40061168:40061172
30000961,27,Great Wildlands,T-W4L3,B-ROFP,-0.05,30000958,40061176:40061178:40061181:40061184:40061201:40061217:40061237:40061264
30000962,25,Great Wildlands,T-W4L3,1L-AED,-0.07,30000915:30000956:30000957:30000963,40061270:40061272:40061274:40061276:40061281:40061302:40061321:40061341:40061373
30000963,26,Great Wildlands,T-W4L3,1C-953,-0.07,30000956:30000962,40061375:40061377:40061379:40061381:40061382:40061385:40061387:40061389:40061396:40061430
